TestID,TrainID,"[m,b]","(x,y)",Prediction
174635,37061,"[1, 0]","(train,test)",17
174660,123716,"[1, -1]","(train,test)",118
174710,203242,"[1, 0]","(train,test)",955
174903,120564,"[3, 0]","(test,train)",89464772757004.0
174937,156697,"[1, 1]","(train,test)",2046573816377475
175021,195064,"[1, 4]","(train,test)",1477272
175139,23766,"[2, 0]","(train,test)",3062
175187,13566,"[3, 1]","(test,train)",7848.0
175212,29580,"[98, -86]","(train,test)",65280
175221,124058,"[2, 0]","(train,test)",4294967296
175224,138286,"[4, 0]","(test,train)",766.0
175278,91170,"[1, 2]","(train,test)",98
175403,65325,"[2, 1]","(train,test)",10745758687233
175405,57,"[9, 0]","(train,test)",36
175481,17051,"[25, 24]","(train,test)",1149
175490,96532,"[6, 0]","(train,test)",1149341073408
175510,183795,"[1, 0]","(train,test)",3358169
175551,151382,"[1, -1]","(train,test)",5721044
175721,107808,"[1, 1]","(train,test)",9
175943,1214,"[27, 528]","(train,test)",1338
175953,5544,"[1, 0]","(train,test)",7121453984059539456
175983,157037,"[2, 0]","(test,train)",8100000000.0
176044,74643,"[2, 2]","(train,test)",262
176117,153707,"[2, 0]","(train,test)",272160
176136,55090,"[2, -3]","(test,train)",631.0
176210,51254,"[1, -1]","(train,test)",165580141
176212,67867,"[1, 0]","(train,test)",0
176226,9038,"[1, 1]","(train,test)",135
176302,963,"[20, -76]","(test,train)",40.0
176356,59468,"[3, 2]","(train,test)",6934391
176413,126654,"[-1, 1]","(train,test)",1
176480,6746,"[1, 1]","(train,test)",692
176499,28990,"[1, 0]","(train,test)",27514634240000000000000
176525,21852,"[1, -2]","(train,test)",282
176560,69616,"[1, 2]","(train,test)",13339
176643,202539,"[1, 1]","(train,test)",25
176695,17481,"[1, 0]","(train,test)",0
176738,86271,"[1, 1]","(train,test)",139583862445
176774,56767,"[1, 0]","(train,test)",18
176822,14452,"[2, 3]","(train,test)",140737488355331
176961,166555,"[1, -1]","(train,test)",199
177010,141303,"[1, -2]","(train,test)",11417968671701267
177025,35423,"[6, -35]","(train,test)",6205
177069,28990,"[1, 0]","(train,test)",27514634240000000000000
177076,204234,"[1, -1]","(train,test)",34
177078,117062,"[1, 8]","(train,test)",102095
177106,31737,"[2, -23]","(test,train)",2097162.0
177155,101354,"[1, 0]","(train,test)",5536870912
177172,60107,"[4, 0]","(train,test)",50444740320
177193,28990,"[1, 0]","(train,test)",27514634240000000000000
177201,40136,"[1, 0]","(train,test)",110000000000000000
177204,63208,"[1, 759375]","(train,test)",762793
177236,136027,"[3, -1]","(train,test)",29197292982298310
177238,190266,"[3, -2]","(train,test)",596046447753907
177246,94819,"[1, 1]","(train,test)",237
177315,114864,"[1, 0]","(train,test)",40
177493,29112,"[1, 1]","(train,test)",151723048894909570
177553,318,"[4, 19]","(train,test)",1907348632812499
177670,163829,"[1, -1]","(train,test)",2305
177683,198739,"[4, 0]","(test,train)",12502223573304.0
177756,139536,"[1, -1]","(train,test)",5424
177768,66569,"[2, 2]","(train,test)",382
177769,103048,"[-1, 1]","(train,test)",0
178055,5669,"[1, 0]","(train,test)",104255099738019625697280
178069,5669,"[1, 0]","(train,test)",104255099738019625697280
178077,22851,"[2, 1]","(test,train)",3.602879701896397e+16
178163,19978,"[2, 1]","(test,train)",1272.0
178215,29322,"[1, 1]","(train,test)",15
178237,186722,"[1, 1]","(train,test)",39
178301,91930,"[1, -2]","(train,test)",32212385788
178340,21452,"[2, -86]","(train,test)",263678
178366,23086,"[1, -1]","(train,test)",125790
178544,11242,"[1, 0]","(train,test)",572204589843750
178601,58299,"[1, 1]","(train,test)",1870585459
178614,2184,"[3, -3]","(test,train)",1023286908188738.0
178701,209475,"[1, 0]","(train,test)",95
178761,171919,"[64, 0]","(test,train)",5.070602400912918e+30
178778,317,"[2, -10]","(test,train)",10.0
178781,107132,"[1, 0]","(train,test)",1482708889200
178792,12326,"[2, 0]","(train,test)",260
178805,100503,"[3, 0]","(test,train)",1.0
178929,32187,"[1, 0]","(train,test)",1739199358769180
179079,148317,"[1, -2]","(train,test)",7639424778862805
179152,117283,"[1, 2]","(train,test)",19
179227,366,"[2, 2]","(train,test)",182
179326,78580,"[4, 2]","(train,test)",334
179340,111940,"[8, 2]","(train,test)",59858
179370,96709,"[2, 0]","(train,test)",328
179381,227616,"[2, 0]","(test,train)",1.0
179448,17145,"[-21, 42]","(train,test)",42
179499,143421,"[2, 0]","(train,test)",148
179531,61813,"[1, -5]","(train,test)",6257
179547,58219,"[6, -11]","(train,test)",7
179583,173272,"[2, 0]","(train,test)",2902
179605,165486,"[1, 0]","(train,test)",0
179620,61813,"[1, 1]","(train,test)",6263
179629,306,"[2, 0]","(train,test)",32
179641,2250,"[15, 2]","(train,test)",16666666666666667
179659,60107,"[2, 0]","(train,test)",40514574880
179693,15722,"[2, -1]","(test,train)",379.0
179694,26333,"[8, -7]","(train,test)",21673
179808,145571,"[1, 0]","(train,test)",23376713203604
179984,76720,"[2, -5]","(train,test)",271
180002,50404,"[-1, 32]","(train,test)",29
180024,213345,"[10, 0]","(train,test)",12200
180052,162213,"[1, 1]","(train,test)",600
180171,15358,"[2, 0]","(train,test)",17024
180172,222379,"[257, 0]","(train,test)",65792
180195,17770,"[1, 0]","(train,test)",6311523942644393705472
180250,122499,"[1, -1]","(train,test)",66885
180291,11211,"[1, 266240]","(train,test)",266342
180485,78951,"[1, -1]","(train,test)",9438
180588,104,"[1, -2]","(train,test)",3
180645,1644,"[1, 0]","(train,test)",2333521433367183360
180783,122218,"[2, -1]","(train,test)",52205852193
180789,176325,"[1, -1]","(train,test)",5703
180831,166555,"[1, 1]","(train,test)",205
180840,186792,"[8, -6]","(train,test)",9490
180855,117317,"[1, 1]","(train,test)",48
180962,42507,"[-1, 1]","(train,test)",-481890303
181047,194324,"[1, 0]","(train,test)",41
181077,2940,"[1, 0]","(train,test)",0
181086,159733,"[6, -1]","(train,test)",156419
181191,26713,"[1, 0]","(train,test)",232
181212,52203,"[2, -3]","(train,test)",18407
181258,83930,"[4, 2]","(train,test)",110
181272,85545,"[3, 0]","(test,train)",8283021384.0
181321,28487,"[2, -1]","(train,test)",23167
181465,184489,"[2, 0]","(train,test)",47110422528
181522,29807,"[3, 3]","(train,test)",23416728348467688
181536,2211,"[21, 1]","(train,test)",4201
181567,183623,"[1, 0]","(train,test)",4233
181573,7121,"[3, 0]","(train,test)",36
181650,41723,"[1, 0]","(train,test)",45856273670841
181843,1214,"[49, 980]","(train,test)",2303
181933,2250,"[90, 12]","(train,test)",100000000000000002
182119,106078,"[121, -1]","(train,test)",9778130
182159,1214,"[14, 273]","(train,test)",735
182203,101656,"[1, 1]","(train,test)",1286
182210,52901,"[2, -1]","(train,test)",183
182420,5669,"[1, 0]","(train,test)",104255099738019625697280
182527,71865,"[1, 1]","(train,test)",931613
182548,192467,"[1, -1]","(train,test)",453
182601,89527,"[1, 1]","(train,test)",2
182619,165568,"[1, 18]","(train,test)",137849
182657,963,"[5, 69]","(train,test)",3889
182804,29580,"[100, -100]","(train,test)",66600
182831,1214,"[49, 981]","(train,test)",2206
182840,75036,"[3, -5]","(test,train)",29320310074028.0
182848,13140,"[1, 1]","(train,test)",564859072963
182872,74346,"[2, 3]","(train,test)",28801
182931,9268,"[1, 0]","(train,test)",200291280469622706
182971,19294,"[42, -335]","(train,test)",57499
183010,40567,"[1, -42]","(train,test)",4831985698
183049,57463,"[2, -1]","(test,train)",20.0
183087,49530,"[3, -2]","(train,test)",1249
183091,28618,"[1, 0]","(train,test)",79
183115,209436,"[2, 1]","(test,train)",1827529464217600.0
183171,6208,"[-4, 5]","(test,train)",-188286357651.0
183215,41799,"[1, 0]","(train,test)",57
183240,208014,"[32, 0]","(train,test)",2887174368
183250,22653,"[3, 1]","(train,test)",883
183295,11242,"[1, 0]","(train,test)",572204589843750
183396,42649,"[1, 0]","(train,test)",173525
183400,114604,"[1, 1]","(train,test)",89
183442,87402,"[2, 0]","(test,train)",72.0
183511,94,"[4, -104]","(train,test)",98596
183568,207231,"[2, 1]","(test,train)",15931.0
183579,78839,"[1, 3]","(train,test)",1235216565974040
183682,40136,"[1, 0]","(train,test)",110000000000000000
183731,107577,"[2, -1]","(train,test)",141
183815,28180,"[16777216, -16777216]","(train,test)",13685690504052736
183834,63650,"[1, 0]","(train,test)",605
183853,19294,"[44, -351]","(train,test)",60237
183855,19557,"[1, 2]","(train,test)",8589934591
183883,28990,"[1, 0]","(train,test)",27514634240000000000000
183895,140753,"[6, 0]","(train,test)",74970
183949,27199,"[1, 0]","(train,test)",1000000
183980,51591,"[1, 2]","(train,test)",105
184009,117299,"[2, 0]","(train,test)",11000
184014,100753,"[1, 0]","(train,test)",995328000
184024,107174,"[2, -32]","(train,test)",163590
184072,192359,"[1, 1]","(train,test)",8
184091,191946,"[2, -11]","(test,train)",1277.0
184252,120315,"[1, -1]","(train,test)",54018520
184346,101916,"[2, -1]","(test,train)",1828628975845376.0
184362,131248,"[1, 1]","(train,test)",111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111112
184374,24757,"[1, 4]","(train,test)",6203
184670,29580,"[40, -36]","(train,test)",32804
184713,186026,"[2, 1]","(train,test)",135
184732,29982,"[1, -1]","(train,test)",17
184735,169837,"[2, -27]","(test,train)",171.0
184788,172679,"[9, 0]","(train,test)",317790
184794,35423,"[5, -29]","(train,test)",5636
184826,113914,"[2, 0]","(train,test)",358
184852,108417,"[49, -693]","(train,test)",67074
184900,54354,"[2, -1]","(train,test)",4159
184984,59421,"[3, 1]","(train,test)",15004
184988,59982,"[10, 9]","(train,test)",68449
184994,1214,"[105, 2010]","(train,test)",4215
185013,1214,"[11, 219]","(train,test)",582
185042,206962,"[1, -1]","(train,test)",635466457081
185099,26627,"[2, 0]","(train,test)",284
185112,149141,"[5, 4]","(train,test)",30449
185214,70308,"[90, 71]","(train,test)",9161
185279,101292,"[5, 6]","(train,test)",5591531
185292,963,"[10, -16]","(test,train)",48.0
185311,132161,"[2, 0]","(train,test)",16254
185354,25076,"[2, 0]","(test,train)",1395838620.0
185407,24643,"[4, 1]","(train,test)",14495514625
185477,83797,"[4096, 0]","(train,test)",16777216000000
185479,139364,"[1, 1]","(train,test)",2353
185567,29871,"[1, 0]","(train,test)",233
185591,1214,"[13, 253]","(train,test)",682
185634,160547,"[720, 0]","(train,test)",45674188560
185671,222911,"[1, 5461]","(train,test)",10901
185717,4259,"[2, -3]","(test,train)",332929.0
186088,110326,"[6, -11]","(train,test)",27847
186225,75373,"[2, 0]","(train,test)",11379821699045018
186324,121279,"[1, 1]","(train,test)",1221537
186343,37657,"[2, 1]","(train,test)",9155273437
186370,46110,"[2, 1]","(train,test)",47018498457
186419,163472,"[30, 1]","(train,test)",217681
186445,123038,"[1, 1]","(train,test)",2301
186451,63642,"[2, 1]","(train,test)",4287
186500,18949,"[-1, 10]","(train,test)",1
186531,14696,"[100, -90]","(train,test)",3910
186579,83714,"[5, 0]","(train,test)",32905425960566785
186610,17125,"[2, 0]","(train,test)",2
186617,84916,"[4, -1]","(train,test)",296099
186649,81106,"[4, 0]","(train,test)",428
186732,36325,"[1, -1]","(train,test)",136
186760,136615,"[1, 2]","(train,test)",122
186779,173482,"[1, 1]","(train,test)",2817
186822,108950,"[1, -128]","(train,test)",3939040515
186867,1817,"[1, -5]","(train,test)",2147483643
187086,1214,"[5778, 109782]","(train,test)",150228
187107,50879,"[1, 1]","(train,test)",1
187163,76739,"[-2, 3]","(test,train)",-0.0
187228,176492,"[2, 0]","(train,test)",43264
187257,9923,"[2, -2]","(train,test)",456
187292,211942,"[5, -2]","(train,test)",158
187404,178023,"[2, 1]","(train,test)",311
187416,169052,"[1, -1]","(train,test)",2306
187442,154109,"[1, 4]","(train,test)",11
187567,112114,"[4, 2]","(train,test)",58
187607,67807,"[1, 0]","(train,test)",3
187640,3587,"[1, 0]","(train,test)",1741769316989023076352
187660,153707,"[3, 3]","(test,train)",26099.0
187664,63527,"[-1, 1]","(train,test)",0
187687,53537,"[2, 0]","(train,test)",10920202
187733,24336,"[1, 0]","(train,test)",351829430966702353416192
187746,106101,"[1, -1]","(train,test)",143
187962,66825,"[2, -1]","(train,test)",49
187964,26333,"[4, -4]","(train,test)",11352
188027,225030,"[1, 2]","(train,test)",833
188109,181988,"[1, -22]","(train,test)",3990
188114,17443,"[64, 0]","(train,test)",3297303959104
188124,12120,"[1, 0]","(train,test)",34406400000000000000
188208,171116,"[1, 0]","(train,test)",244
188225,11632,"[1, 0]","(train,test)",143101889288839872512
188257,1214,"[36, 684]","(train,test)",1692
188360,27803,"[5, -1]","(train,test)",2824295364809
188377,25234,"[18, -15]","(train,test)",34196685556119429
188420,53098,"[1, 2]","(train,test)",443522
188433,5966,"[1, 0]","(train,test)",19599665578316398592
188462,167971,"[1, 0]","(train,test)",23249
188501,71703,"[1, 0]","(train,test)",92
188546,167524,"[1, 2]","(train,test)",16
188565,149164,"[1, -1]","(train,test)",2
188604,52189,"[1, 1]","(train,test)",46791112884927
188624,216479,"[4, 0]","(train,test)",500
188630,50466,"[1, 8]","(train,test)",181
188701,189592,"[1, 1]","(train,test)",10
188721,1214,"[22, 430]","(train,test)",1112
188729,21910,"[10, 1]","(train,test)",192899171531
188736,35114,"[-1, 2]","(train,test)",2
188749,3418,"[1, 0]","(train,test)",414
188780,46321,"[1, 1]","(train,test)",179
188781,111756,"[2, -9]","(train,test)",1097
188797,366,"[3, 0]","(test,train)",34.0
188814,1494,"[6, -40]","(train,test)",2
188818,30225,"[4, -1]","(train,test)",32759
188830,4456,"[2, 0]","(train,test)",2460
188845,44561,"[1, 0]","(train,test)",833981127
188916,40554,"[1, -1]","(train,test)",8027
188939,57328,"[3, 1]","(train,test)",4
188976,40287,"[8, 0]","(train,test)",9533120
189054,168298,"[1, 2]","(train,test)",1153
189095,111748,"[1, -1]","(train,test)",136
189126,42264,"[1, -1]","(train,test)",3629
189139,32337,"[1, -1]","(train,test)",34011184385901985792
189142,123508,"[1, -1]","(train,test)",797
189171,22317,"[16, 0]","(train,test)",4951760157141521099596496896
189216,75104,"[1, -2]","(train,test)",2614687
189220,9268,"[1, 0]","(train,test)",200291280469622706
189313,27043,"[1, 0]","(train,test)",27893
189458,660,"[1, 1]","(train,test)",113
189519,5966,"[1, 0]","(train,test)",19599665578316398592
189524,225502,"[1, 0]","(train,test)",2
189581,48270,"[1, 0]","(train,test)",93501887462903
189651,136540,"[1, 0]","(train,test)",6497
189654,136934,"[2, 0]","(test,train)",2.189837602616832e+18
189881,199849,"[2, 0]","(test,train)",50950109889050.0
189914,203814,"[1, -1]","(train,test)",3499
189943,52841,"[6, -1]","(test,train)",1860.0
190026,19294,"[48, -385]","(train,test)",62207
190030,145236,"[1, 0]","(train,test)",1
190070,40492,"[1, 1]","(train,test)",3
190096,59982,"[14, 13]","(train,test)",90719
190119,189725,"[1, -1]","(train,test)",44
190159,13566,"[8, -4]","(train,test)",122500
190279,17770,"[1, 0]","(train,test)",6311523942644393705472
190283,104995,"[-1, 2]","(train,test)",209020565553572001
190287,24936,"[3, 0]","(train,test)",12580709718788622
190292,164481,"[1, 1]","(train,test)",122
190302,15478,"[14, 8]","(train,test)",15198526913830856
190344,2250,"[180, 12]","(train,test)",199999999999999992
190351,29580,"[16, -12]","(train,test)",15140
190426,81019,"[1, 0]","(train,test)",49
190475,94439,"[7, 0]","(train,test)",972835164
190495,10757,"[1, 1358025]","(train,test)",1372752
190543,108417,"[76, -1065]","(train,test)",98495
190618,126297,"[1, 2]","(train,test)",790
190655,24567,"[2, -1]","(train,test)",185
190675,91028,"[2, -1]","(test,train)",28.0
190690,1214,"[123, 2337]","(train,test)",4182
190694,17770,"[1, 0]","(train,test)",6311523942644393705472
190720,1817,"[10, -9]","(train,test)",2684354551
190793,161625,"[256, 0]","(train,test)",1677721600000000
190837,216097,"[1, 0]","(train,test)",82
190838,11632,"[1, 0]","(train,test)",143101889288839872512
190845,48891,"[27, -45]","(train,test)",331758
190999,32765,"[4, 0]","(train,test)",9984480
191017,114408,"[6, 0]","(train,test)",3852
191100,11632,"[1, 0]","(train,test)",143101889288839872512
191133,1926,"[24, -21]","(test,train)",2084647712458322.0
191260,31722,"[5, 0]","(train,test)",381469726562500
191299,963,"[36450, 583020]","(train,test)",17495820
191380,558,"[1, 0]","(train,test)",38959523483674573012992
191430,192308,"[1, 1]","(train,test)",46
191482,1383,"[1, 1]","(train,test)",1807
191487,197079,"[1, 0]","(train,test)",1
191515,95748,"[1, 0]","(train,test)",45
191525,90255,"[1, 4]","(train,test)",18059378
191592,104967,"[1, -1]","(train,test)",2802
191649,107390,"[2, 0]","(train,test)",16
191721,57115,"[-3, 4]","(train,test)",4
191755,1214,"[27, 525]","(train,test)",1335
191807,159283,"[35, 0]","(train,test)",644245875
191832,198696,"[1, 0]","(train,test)",1766
191996,51306,"[8, 1]","(train,test)",11309769
192001,1484,"[2, 1]","(train,test)",589
192068,164999,"[1, -1]","(train,test)",590286253682371
192240,2250,"[270, 27]","(train,test)",299999999999997
192265,1214,"[12, 231]","(train,test)",639
192339,195386,"[1, 0]","(train,test)",299
192352,151105,"[3, 0]","(test,train)",3.0
192360,189493,"[1, 1]","(train,test)",129
192362,10286,"[1, -1]","(train,test)",1090
192397,36755,"[1, -1]","(train,test)",88
192410,24336,"[1, 0]","(train,test)",351829430966702353416192
192532,35600,"[4, 0]","(train,test)",1624
192584,84565,"[-1, 1]","(train,test)",0
192626,53470,"[90, 1]","(train,test)",9001
192641,78071,"[1, 0]","(train,test)",2401
192688,30420,"[7, -3]","(train,test)",-3
192716,2250,"[10, 6]","(train,test)",111111111111111116
192792,17145,"[-5, 10]","(train,test)",5
192912,142875,"[1, 5]","(train,test)",262
192927,46830,"[1, -30]","(train,test)",1067
192930,122712,"[4, 1]","(test,train)",4768371582030.0
192940,206637,"[22, 0]","(train,test)",322102
192955,1214,"[843, 16017]","(train,test)",24447
193142,71708,"[2, -1]","(test,train)",16.0
193245,558,"[1, 0]","(train,test)",38959523483674573012992
193259,13876,"[16, 0]","(train,test)",59969536
193283,21452,"[1, 36]","(train,test)",2147582030
193295,91967,"[1, 1]","(train,test)",2
193361,30305,"[1, -1]","(train,test)",16422911
193383,171050,"[1, 0]","(train,test)",2040
193395,12262,"[1, 0]","(train,test)",525893003079214694400
193413,30696,"[2, 0]","(train,test)",18423238924288
193434,1484,"[2, 1]","(train,test)",589
193602,50688,"[9, -9]","(train,test)",9
193766,174081,"[1, 0]","(train,test)",2
193815,24336,"[1, 0]","(train,test)",351829430966702353416192
193831,51254,"[1, -3]","(train,test)",63245984
193860,103367,"[4, 0]","(train,test)",276
193890,26333,"[3, -2]","(train,test)",9316
194060,61813,"[5, -30]","(train,test)",21280
194138,193415,"[1, -1]","(train,test)",8945
194171,137071,"[2, 1]","(test,train)",873430010034204.0
194208,108417,"[66, -925]","(train,test)",85535
194240,17145,"[-14, 28]","(train,test)",14
194241,79896,"[1, 1]","(train,test)",2
194248,218810,"[4, 0]","(train,test)",678948430151680
194268,223441,"[1, 0]","(train,test)",14836130862
194326,225417,"[3, -1]","(train,test)",587
194352,28228,"[1, -1]","(train,test)",120
194368,184100,"[2, 0]","(train,test)",35534476025004
194390,173090,"[8, -7]","(train,test)",78961
194444,125981,"[1, -1]","(train,test)",2975
194486,68158,"[1, -2]","(train,test)",185
194568,104448,"[2, 0]","(test,train)",1265526821161.0
194573,55060,"[2, 0]","(test,train)",1.0
194593,70252,"[1, 1]","(train,test)",6378
194597,190605,"[2, 1]","(train,test)",7436284415
194607,219869,"[1, -1]","(train,test)",0
194631,65929,"[2, 1]","(train,test)",23641
194757,27587,"[1, 0]","(train,test)",4265518180073472
194790,108417,"[196, -2758]","(train,test)",226562
194858,169351,"[1, -1]","(train,test)",113
195018,111940,"[2, 1]","(train,test)",18625
195135,219186,"[1, 1]","(train,test)",3563
195195,215152,"[1, 0]","(train,test)",279
195203,28180,"[5764801, -5764801]","(train,test)",4702525276151521
195212,203676,"[4, 0]","(train,test)",6600
195244,112273,"[1, 0]","(train,test)",32140800
195254,12179,"[2, 3]","(train,test)",247
195334,199097,"[1, -1]","(train,test)",6362
195347,5085,"[1, -1]","(train,test)",1405
195374,50728,"[4, 8]","(test,train)",21318.0
195388,77,"[1, 1]","(train,test)",15
195434,129404,"[27, 1]","(train,test)",5097655355238390956032
195503,203497,"[60, 63]","(train,test)",3123
195513,5544,"[1, 0]","(train,test)",7121453984059539456
195522,115668,"[2, 0]","(train,test)",150360
195523,2587,"[2, -3]","(train,test)",79463
195549,1644,"[1, 0]","(train,test)",2333521433367183360
195571,963,"[20, 321]","(train,test)",15201
195608,189831,"[4, 0]","(train,test)",1952
195618,1214,"[11, 214]","(train,test)",588
195621,107390,"[1, 0]","(train,test)",9
195633,57779,"[3, -3]","(test,train)",707282.0
195699,35213,"[2, -2]","(train,test)",36
195730,112653,"[12, 12]","(train,test)",357840
195738,201753,"[1, 1]","(train,test)",158888888888888890
195908,3587,"[1, 0]","(train,test)",1741769316989023076352
195933,29580,"[2, 3]","(train,test)",2261
196020,15742,"[6, -4]","(train,test)",3554
196098,28495,"[6, 1]","(test,train)",209440.0
196109,146970,"[1, -1]","(train,test)",528
196221,26333,"[3, 0]","(train,test)",7752
196245,21452,"[1, -30]","(train,test)",4295098380
196257,8883,"[1, 0]","(train,test)",5279714475068333490176
196266,20758,"[1, 0]","(train,test)",1275
196331,223397,"[1024, 0]","(train,test)",10737418240000000000
196346,193310,"[1, -2]","(train,test)",108
196455,28412,"[1, 0]","(train,test)",162129586585337820
196500,85371,"[1, 0]","(train,test)",247
196610,92267,"[1, -1]","(train,test)",3
196661,181339,"[2, 0]","(train,test)",9223372036854775808
196703,77292,"[1, -1]","(train,test)",3441
196728,11704,"[-18, 36]","(train,test)",36
196834,103933,"[1, 1]","(train,test)",2799
196894,122937,"[1, 2]","(train,test)",157
196902,131228,"[6, -1]","(train,test)",7373
196907,91503,"[5, 7]","(train,test)",287
196991,18949,"[9, 10]","(train,test)",64
197163,114175,"[1, -1]","(train,test)",2532
197243,403,"[8984250, 6468330]","(train,test)",186153330
197254,19294,"[40, -319]","(train,test)",54761
197295,139472,"[90, 59]","(train,test)",8429
197323,46893,"[1, -1]","(train,test)",175
197334,24120,"[6, -6]","(train,test)",3656158436917248
197352,19294,"[28, -224]","(train,test)",38332
197472,58201,"[10, 6]","(train,test)",715255737304686
197525,135120,"[2, 2]","(train,test)",11948660
197534,61813,"[4, -23]","(train,test)",20833
197577,34930,"[1, 1]","(train,test)",162259276829213363391578010288128
197651,29580,"[4, -9]","(train,test)",4699
197672,9268,"[1, 0]","(train,test)",200291280469622706
197811,8883,"[1, 0]","(train,test)",5279714475068333490176
197878,1182,"[3, 0]","(train,test)",1212
197971,220083,"[2, 1]","(train,test)",327
198093,1182,"[128, -1]","(train,test)",35327
198292,47107,"[1, 2]","(train,test)",150094704016475858
198297,100565,"[2, 1]","(train,test)",23
198307,122218,"[2, 0]","(train,test)",304278004998
198348,117520,"[2, 7]","(train,test)",65585233
198390,1280,"[0, 3]","(train,test)",3
198444,129546,"[1, 0]","(train,test)",146
198467,75225,"[1, 3]","(train,test)",8944394323791467
198622,9569,"[2, -1]","(train,test)",137411
198635,52901,"[2, 0]","(train,test)",206
198750,177601,"[1, 0]","(train,test)",18014398509481984
198784,97871,"[1, 2]","(train,test)",7972438
198977,1182,"[-8, 44]","(test,train)",-53.0
199023,172249,"[1, -12]","(train,test)",3453
199081,53730,"[1, 1]","(train,test)",10
199101,1214,"[5, 101]","(train,test)",281
199195,12551,"[5, 1]","(test,train)",101003831720.0
199216,189831,"[1, 0]","(train,test)",500
199228,115688,"[2, -3]","(test,train)",3889.0
199271,195973,"[-1, 1]","(train,test)",1
199302,8859,"[1, 0]","(train,test)",3221225472
199398,77591,"[1, 1]","(train,test)",233
199509,71548,"[3, -3]","(train,test)",933
199526,205345,"[2, 1]","(train,test)",241
199562,36948,"[1, -3]","(train,test)",5437
199711,122971,"[3, 0]","(test,train)",1211.0
199726,54651,"[9, 0]","(train,test)",810
199879,71576,"[-1, 9]","(train,test)",0
199932,3587,"[1, 0]","(train,test)",1741769316989023076352
200145,22851,"[2, -3]","(test,train)",3.602879701896397e+16
200185,111705,"[13, -12]","(train,test)",720867993281778161
200295,91529,"[2, 1]","(train,test)",1539
200325,117123,"[64, 0]","(train,test)",10509215371264
200360,26333,"[6, -6]","(train,test)",17028
200367,83714,"[9, 2]","(test,train)",4387390128075571.0
200504,53293,"[1, 1]","(train,test)",14
200536,1214,"[12, 236]","(train,test)",632
200644,6979,"[2, 2]","(train,test)",1848
200660,106712,"[1, 0]","(train,test)",1281150739056160
200704,1214,"[289, 5781]","(train,test)",11561
200777,71773,"[1, -2]","(train,test)",38851
200832,44083,"[1, 1]","(train,test)",4
200908,151684,"[4, 1]","(train,test)",1017
200989,61129,"[64, 0]","(train,test)",2436396322816
201150,86280,"[-1, 2]","(train,test)",-169
201200,164998,"[1, 0]","(train,test)",1822530
201226,153046,"[1, -1]","(train,test)",388
201270,65653,"[1, -2]","(train,test)",107
201271,75921,"[1, 0]","(train,test)",610
201317,1817,"[9, -2]","(train,test)",2415919102
201346,151105,"[9, 0]","(test,train)",1.0
201442,70196,"[2, 0]","(train,test)",54
201451,50696,"[2310, 0]","(train,test)",97020
201467,4396,"[1, 1]","(train,test)",24
201521,142837,"[1, -1]","(train,test)",12833510467154
201530,214230,"[2, -3]","(train,test)",1451
201569,558,"[1, 0]","(train,test)",38959523483674573012992
201571,209159,"[1, -1]","(train,test)",208
201610,56132,"[1, -2]","(train,test)",144134261562183996
201752,46367,"[1, 1]","(train,test)",54949
201838,45321,"[2, 1]","(train,test)",4601
201932,72975,"[1, 0]","(train,test)",199
201964,178109,"[1, 1]","(train,test)",2007328
202093,10344,"[-1, 8]","(train,test)",59326
202109,72618,"[1, 1]","(train,test)",108
202119,33953,"[10, -10]","(train,test)",409580
202198,144507,"[1, 0]","(train,test)",79
202306,23098,"[1, 0]","(train,test)",0
202307,71737,"[1, 0]","(train,test)",809
202390,124775,"[4, -1]","(train,test)",2118221523607
202392,148167,"[1, -1]","(train,test)",6235
202400,208109,"[2, -1]","(test,train)",2.0
202407,76246,"[6, -6]","(train,test)",839160
202620,134556,"[1, 0]","(train,test)",278172606877930
202641,191580,"[1, 0]","(train,test)",4943
202655,90256,"[1, 1]","(train,test)",1335
202679,94071,"[1, 0]","(train,test)",487
202715,199712,"[2, 0]","(train,test)",526
202755,17554,"[1, -1]","(train,test)",2
202868,9268,"[1, 0]","(train,test)",200291280469622706
202914,133966,"[4, 0]","(train,test)",458156035085377536
203027,6189,"[1, 0]","(train,test)",942500
203029,24448,"[2, 0]","(train,test)",2
203072,138286,"[1, 1]","(train,test)",4177
203108,56675,"[-1, 0]","(train,test)",1303679135744
203128,225823,"[1, 1]","(train,test)",11
203130,147267,"[1, 3]","(train,test)",333
203157,16825,"[1, 250560]","(train,test)",250601
203183,65268,"[1, -1]","(train,test)",12
203189,58989,"[1, 0]","(train,test)",14482065
203245,3418,"[1, 4096]","(train,test)",4494
203250,41988,"[2, 0]","(test,train)",47.0
203271,202639,"[1, 0]","(train,test)",6006
203293,96709,"[2, 0]","(train,test)",328
203310,35169,"[1, 0]","(train,test)",0
203370,37244,"[14, 0]","(train,test)",114688
203383,667,"[1, 0]","(train,test)",359
203411,227567,"[2, -1]","(train,test)",297
203412,168692,"[2, 0]","(train,test)",13687192
203433,109868,"[4, 3]","(train,test)",623
203569,59345,"[1, 2]","(train,test)",122
203610,195760,"[1, -1]","(train,test)",-1
203659,12120,"[1, 0]","(train,test)",34406400000000000000
203670,142046,"[1, 2]","(train,test)",97
203708,65405,"[4, -2]","(train,test)",2234498
